#Name	ID	GM	Radius(km)	inertia	k2	k2r	td	J2	C21	C22	S21	S22	TidalDelayFactor	Geopotential	Ring	x	y	z	vx	vy	vz	alpha	delta	w	period(h)	xx	xy	xz	zx	zy	zz	wx	wy	wz
307261	N11	3.432487283538066e10	361	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.050949036539187E12	-6.868499121365353E12	1.573547396714352E12	3.912151086931961E3	-2.678744503474325E2	8.0398360146241E2	270	68.5	0	10									
Varda	N12	1.778594841964051e10	290	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.532536053934796E12	-5.995873249328129E12	2.257661331145747E12	3.819464730753793E3	-1.378222864493312E3	6.493681376453648E2	270	68.5	0	5.91									
2006 QH181	N13	3.135634872462401e10	350	0.36	0	0	0	0	0	0	0	0	1	0	0	5.603501315121112E12	1.045435168882743E13	-8.57766171001043E11	-1.702938910045473E3	2.367563411763678E3	7.958227542291288E2	270	68.5	0	10									
2004 XR190	N14	1.302447558403697e10	261	0.36	0	0	0	0	0	0	0	0	1	0	0	3.184786309801276E12	8.18816666071402E12	5.875761254401305E11	-2.52629932302157E3	7.501058647935404E2	-2.790258877944529E3	270	68.5	0	10									
55565	N15	2.702007278783019e10	333	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.623797830768281E12	5.371000195664258E12	-7.359077213322166E11	-2.484364614071318E3	-3.09760118986624E3	-1.646886694870768E3	270	68.5	0	8.86									
145452	N16	1.62735245222971e10	282	0.36	0	0	0	0	0	0	0	0	1	0	0	4.42069567578274E12	-3.917025275673807E12	1.547405765112418E12	3.18811816846771E3	3.307886896544674E3	-1.011861072215594E3	270	68.5	0	6.95									
90568	N17	1.668075975078402e10	284	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.159002033720204E12	-2.079706562545541E12	-1.68560555761107E12	1.372723736446088E3	-4.621840866952171E3	1.142224725394448E3	270	68.5	0	5.86									
208996	N18	2.727746377096885e10	334	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.643796554513714E12	6.636319830779709E12	-8.71248731512627E11	-3.717468004639844E3	-1.289679023041834E3	-7.572015682765257E2	270	68.5	0	13.42									
Gonggong	N19	1.159640382457168e11	542	0.36	0	0	0	0	0	0	0	0	1	0	0	1.051067048027065E13	-6.616597034575989E12	-1.162207119968106E12	2.35020081105097E3	1.098788323373326E3	1.15336738583512E3	270	68.5	0	22.4									
Chaos	N20	1.138427368292931e10	250	0.36	0	0	0	0	0	0	0	0	1	0	0	3.351425470523575E12	5.377541322875125E12	1.900412981472474E11	-4.127276617470274E3	2.129278495471291E3	9.65826901131627E2	270	68.5	0	10									
Salacia	N21	2.920406281258964e10	342	0.36	0	0	0	0	0	0	0	0	1	0	0	5.609929841180407E12	-2.248540342509593E12	2.276182468657251E12	1.705806214853396E3	3.999097528042581E3	1.056372900169824E3	270	68.5	0	6.09									
278361	N22	1.20055891781895e10	254	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.306501859063526E12	-4.630808662740124E12	-9.62570495542511E11	3.758947367385577E3	-2.880710031570285E3	7.751317752996047E2	270	68.5	0	6.04									
2010 KZ39	N23	1.326615563095463e10	263	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.729283921030883E12	-5.920814304506287E12	-2.7584042448035E11	3.380699047974058E3	-1.839483042073536E3	-1.865073704508697E3	270	68.5	0	10									
230965	N24	1.634741081901496e9	131	0.36	0	0	0	0	0	0	0	0	1	0	0	1.675835225879681E12	4.017012497916279E12	3.375479983705836E12	-5.02282574107516E3	1.880770859326188E3	-7.893665013191144E2	270	68.5	0	7.88									
42301	N25	1.222210915509572e10	256	0.36	0	0	0	0	0	0	0	0	1	0	0	6.841935006092901E12	2.308100801078305E12	9.22632641808497E10	-1.975100371066428E2	4.419716143728724E3	2.852984729155023E1	270	68.5	0	10									
455502	N26	2.90791863938783e10	342	0.36	0	0	0	0	0	0	0	0	1	0	0	5.05712990031323E12	3.065764791580419E12	-1.219925167819006E12	-1.518632458576994E3	4.344032056507688E3	-4.421481119841462E2	270	68.5	0	4.13									
589683	N27	7.876051143479761e9	221	0.36	0	0	0	0	0	0	0	0	1	0	0	5.617412524399852E12	-3.58738238405082E12	-3.344328184299694E12	3.304854489246684E3	2.539641085159874E3	5.22438444919084E2	270	68.5	0	10									
523639	N28	8.5790262772903e9	227	0.36	0	0	0	0	0	0	0	0	1	0	0	8.26100431600224E12	-2.366646417733747E12	-2.055156718537822E12	-6.360360888146046E2	3.988138882676529E3	5.093178456519913E2	270	68.5	0	10									
528381	N29	9.57019640739026e9	236	0.36	0	0	0	0	0	0	0	0	1	0	0	7.829695696600754E12	-3.236975503635737E11	1.330910482379873E12	1.777034995317917E3	4.277705422058607E3	1.746955420883238E3	270	68.5	0	10									
2010 FX86	N30	1.153072499662907e10	251	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.885616503761241E12	-2.579118991345088E12	-2.884572720972717E12	2.144007136175296E3	-3.742053537380028E3	-3.91222332299518E2	270	68.5	0	15.8									
MF0001	MF0001	2.476884218400098e11 	698	0.36	0	0	0	0	0	0	0	0	1	0	0	6.582242546725141E12	1.372273417444648E0	-4.130164903747845E-4	-2.617790527978447E-8	-4.493244904665637E3	6.279312850526011E-9	270	68.5	0	10									
MF0002	MF0002	2.476884218400098e11 	698	0.36	0	0	0	0	0	0	0	0	1	0	0	6.482229952842708E12	1.14299203584429E12	-4.020031467738738E-4	7.802446043105189E2	-4.42498703943228E3	6.27933099365338E-9	270	68.5	0	10									
MF0003	MF0003	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	6.18527165438198E12	2.251254773047271E12	-4.018532174587337E-4	1.536781893015494E3	-4.222273549761482E3	6.279331240643464E-9	270	68.5	0	10									
MF0004	MF0004	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	5.700385244533893E12	3.291118955418205E12	-4.093028036714436E-4	2.246623243445124E3	-3.891265603160234E3	6.279318968367541E-9	270	68.5	0	10									
MF0005	MF0005	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	5.042298057550902E12	4.230990440379147E12	-4.211013866456044E-4	2.888199937762475E3	-3.442022651992755E3	6.279299531655001E-9	270	68.5	0	10									
MF0006	MF0006	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	4.23100153393262E12	5.042311278338466E12	-4.349267063223932E-4	3.442018139568407E3	-2.888196151442078E3	6.279276756143321E-9	270	68.5	0	10									
MF0007	MF0007	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	3.291143720530603E12	5.700428138973502E12	-4.489801157992744E-4	3.891250962800954E3	-2.24661479087539E3	6.279253604881781E-9	270	68.5	0	10									
MF0008	MF0008	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	2.251280672900351E12	6.185342813652648E12	-4.625153339721537E-4	4.222249262312939E3	-1.536773053146626E3	6.279231307276605E-9	270	68.5	0	10									
MF0009	MF0009	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	1.143007720627339E12	6.482318905683964E12	-4.743600973513542E-4	4.424956678847717E3	-7.802392509543473E2	6.279211794487537E-9	270	68.5	0	10									
MF0010	MF0010	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.073166424149015E0	6.582332202332377E12	-4.848371428908137E-4	4.493214304219525E3	-2.756834549067541E-9	6.279194534845179E-9	270	68.5	0	10									
MF0011	MF0011	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.143011721443777E12	6.482341595429321E12	-4.928166278608648E-4	4.424948934594859E3	7.802378854281093E2	6.279181389626305E-9	270	68.5	0	10									
MF0012	MF0012	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.251296147822604E12	6.185385330646211E12	-4.987603781047748E-4	4.222234750808132E3	1.536767771385307E3	6.279171598029709E-9	270	68.5	0	10									
MF0013	MF0013	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.291177113783584E12	5.700485977780577E12	-5.024809553739539E-4	3.891231221797263E3	2.246603393396082E3	6.279165468836822E-9	270	68.5	0	10									
MF0014	MF0014	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.231056606109083E12	5.042376910800064E12	-5.035602824978541E-4	3.44199573850704E3	2.888177354714234E3	6.279163690778299E-9	270	68.5	0	10									
MF0015	MF0015	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.04237509803707E12	4.231055085020884E12	-5.016646292956638E-4	2.888177873854596E3	3.441996357245761E3	6.279166813633509E-9	270	68.5	0	10									
MF0016	MF0016	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.70047962897262E12	3.29117344829808E12	-4.966083145507741E-4	2.246604644442185E3	3.891233388736663E3	6.279175143289405E-9	270	68.5	0	10									
MF0017	MF0017	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-6.185373846288174E12	2.251291967858533E12	-4.889701502936551E-4	1.536769198028454E3	4.222238670565724E3	6.279187726224432E-9	270	68.5	0	10									
MF0018	MF0018	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-6.482324071132611E12	1.143008631437804E12	-4.78561830983614E-4	7.802389400568936E2	4.424954915848144E3	6.279204872648791E-9	270	68.5	0	10									
MF0019	MF0019	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-6.582308546688298E12	1.374378965476323E0	-4.658872537539932E-4	-2.617579887103874E-8	4.493222378167267E3	6.279225752453993E-9	270	68.5	0	10									
MF0020	MF0020	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-6.482290940030995E12	-1.14300278952794E12	-4.516119830170141E-4	-7.802409340146485E2	4.424966223847608E3	6.279249269204636E-9	270	68.5	0	10									
MF0021	MF0021	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-6.185312401477116E12	-2.251269603773508E12	-4.365894502046038E-4	-1.536776831181368E3	4.22225964233716E3	6.27927401697753E-9	270	68.5	0	10									
MF0022	MF0022	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.700399458427171E12	-3.291127161809334E12	-4.22450638975294E-4	-2.246620442567449E3	3.8912607518016E3	6.279297308927939E-9	270	68.5	0	10									
MF0023	MF0023	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.042287636206955E12	-4.230981695828741E12	-4.102035133498639E-4	-2.888202922422508E3	3.442026208904168E3	6.279317484559261E-9	270	68.5	0	10									
MF0024	MF0024	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.230975710277809E12	-5.04228050289977E12	-4.027440306109736E-4	-3.44202864360633E3	2.888204965326985E3	6.279329773138496E-9	270	68.5	0	10									
MF0025	MF0025	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.29111452481183E12	-5.700377570498761E12	-4.022043290129744E-4	-3.891268222413855E3	2.246624755681807E3	6.279330662230414E-9	270	68.5	0	10									
MF0026	MF0026	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.25125918214294E12	-6.185283768273295E12	-4.121801126505344E-4	-4.222269415184087E3	1.536780388167287E3	6.279314228355317E-9	270	68.5	0	10									
MF0027	MF0027	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.142999672605394E12	-6.482273263068509E12	-4.372330048856442E-4	-4.424972257212142E3	7.802419978255647E2	6.279272956800441E-9	270	68.5	0	10									
MF0028	MF0028	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.073147741799577E0	-6.582330961898109E12	-4.838434671347035E-4	-4.49321472764443E3	-2.756827915489255E-9	6.279196171803624E-9	270	68.5	0	10									
MF0029	MF0029	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	1.143026003438012E12	-6.482422592652995E12	-5.587022408208444E-4	-4.424921289427211E3	-7.802330108354496E2	6.279072851192289E-9	270	68.5	0	10									
MF0030	MF0030	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	2.251364908864121E12	-6.185574250058262E12	-6.598111005068742E-4	-4.222170270642881E3	-1.536744302510917E3	6.278906286796775E-9	270	68.5	0	10									
MF0031	MF0031	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	3.29132949372384E12	-5.70074990758012E12	-7.466157625512251E-4	-3.891141139784183E3	-2.246551384496875E3	6.278763286805416E-9	270	68.5	0	10									
MF0032	MF0032	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	4.231246173136872E12	-5.042602827986269E12	-7.398077768335344E-4	-3.441918630605604E3	-2.888112653464173E3	6.278774502123531E-9	270	68.5	0	10									
MF0033	MF0033	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	5.042518235999644E12	-4.231175192031526E12	-6.513477307145141E-4	-2.888136880098191E3	-3.441947502732422E3	6.278920229156304E-9	270	68.5	0	10									
MF0034	MF0034	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	5.700545078584887E12	-3.291211235647823E12	-5.571491434165345E-4	-2.246591747266824E3	-3.891211050088502E3	6.279075409729009E-9	270	68.5	0	10									
MF0035	MF0035	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	6.185370412368132E12	-2.251290718011879E12	-4.860427912475837E-4	-1.5367696246659E3	-4.222239842604156E3	6.279192548687979E-9	270	68.5	0	10									
MF0036	MF0036	2.476884218400098e11	698	0.36	0	0	0	0	0	0	0	0	1	0	0	6.482276110874695E12	-1.143000174747961E12	-4.395494969961741E-4	-7.802418264670328E2	-4.4249712852021E3	6.279269140664949E-9	270	68.5	0	10									
